# EXPERIMENTAL: re-measured CPU cost rows, n=4096 only. NOT installed.
#
# The shipped cost.txt misranks bands: selection picks the slower one at 3
# of 8 operating points on the default reference, up to 1.84x, and
# tools/score_selection.py independently scores its pick at 52% of the best
# available. No pricing rule rescues the shipped rows -- every rule
# score_cost_rule.py implements tops out at 3 of 6 correct, and the one
# that ships is already among the best. The rows are what is wrong.
#
# These are the same cells re-measured with tools/hmf_tune.py --retune-cost,
# which could not run at all until d40f8a0 (it died on band 64's missing
# threshold after 160 rows -- a fair explanation for how the table drifted
# this far unnoticed).
#
# WHAT THEY CHANGE, measured against the clock at n=4096:
#
#   reference   snr   old pick -> new    t(old)   t(new)   effect
#   inspiral    6.0     256  ->  512      408us    207us   1.97x FASTER
#   shallow     5.5     512  -> 1024      981us    587us   1.67x FASTER
#   steep       5.5     256  ->  512      294us    208us   1.41x FASTER
#   steep       6.0     256  ->  512      136us    205us   1.50x slower
#
#   total over the four changed points: 1819us -> 1207us = 1.51x net
#
# Correct at 4 of 6 sampled points against the shipped table's 2 of 6. The
# n=4096 rows are COMPLETE -- 48 keys, 9560 rows, unchanged between two
# snapshots of the run -- so this is not a partial result.
#
# WHY NOT INSTALLED. One point regresses, which rules out "the rows were
# merely stale" -- fresher rows cannot make a correct ranking wrong -- and
# the run was stopped before covering every size the shipped table does
# (it reached n=1024, 2048, 4096, 16384 and part of 32768). Dropping these
# in wholesale would replace rows for sizes that were never re-measured.
# Installing wants a completed run and a human on the 1.50x regression.
#
# Measured on Ryzen AI Max+ 395, AVX3, with the gate as it ships.
#
# n band U K snr f beff margin relative_cost
COST 4096 1024 2 4 6.50 0.998314 65.805 1.000 1.166210
COST 4096 1024 2 8 6.50 0.998314 65.805 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 66.027 1.000 2.842089
COST 4096 2048 2 8 6.50 1.000000 66.027 1.000 3.302182
COST 4096 64 2 4 6.50 0.855027 49.589 1.000 0.634123
COST 4096 64 2 8 6.50 0.855027 49.589 1.000 0.608192
COST 4096 128 2 4 6.50 0.980000 63.782 1.000 0.161461
COST 4096 128 2 8 6.50 0.980000 63.782 1.000 0.147574
COST 4096 256 2 4 6.50 0.985522 64.501 1.000 0.236569
COST 4096 256 2 8 6.50 0.985522 64.501 1.000 0.236342
COST 4096 512 2 4 6.50 0.992445 65.410 1.000 0.433857
COST 4096 512 2 8 6.50 0.992445 65.410 1.000 0.439648
COST 4096 1024 2 4 6.50 0.998019 66.147 1.000 0.949569
COST 4096 1024 2 8 6.50 0.998019 66.147 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 66.409 1.000 2.807318
COST 4096 2048 2 8 6.50 1.000000 66.409 1.000 2.911429
COST 4096 64 2 4 6.50 0.845267 48.943 1.000 0.771558
COST 4096 64 2 8 6.50 0.845267 48.943 1.000 0.537463
COST 4096 128 2 4 6.50 0.961739 62.180 1.000 0.192859
COST 4096 128 2 8 6.50 0.961739 62.180 1.000 0.185670
COST 4096 256 2 4 6.50 0.980000 64.540 1.000 0.247492
COST 4096 256 2 8 6.50 0.980000 64.540 1.000 0.248859
COST 4096 512 2 4 6.50 0.989563 65.804 1.000 0.487896
COST 4096 512 2 8 6.50 0.989563 65.804 1.000 0.541391
COST 4096 1024 2 4 6.50 0.997264 66.831 1.000 1.075775
COST 4096 1024 2 8 6.50 0.997264 66.831 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 67.199 1.000 3.069759
COST 4096 2048 2 8 6.50 1.000000 67.199 1.000 3.118304
COST 4096 64 2 4 6.50 0.844924 48.946 1.000 0.587374
COST 4096 64 2 8 6.50 0.844924 48.946 1.000 0.554242
COST 4096 128 2 4 6.50 0.961382 62.187 1.000 0.187199
COST 4096 128 2 8 6.50 0.961382 62.187 1.000 0.177908
COST 4096 256 2 4 6.50 0.979646 64.549 1.000 0.250571
COST 4096 256 2 8 6.50 0.979646 64.549 1.000 0.331721
COST 4096 512 2 4 6.50 0.980000 64.596 1.000 0.606506
COST 4096 512 2 8 6.50 0.980000 64.596 1.000 0.535226
COST 4096 1024 2 4 6.50 0.994756 66.554 1.000 1.041704
COST 4096 1024 2 8 6.50 0.994756 66.554 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 67.257 1.000 3.049968
COST 4096 2048 2 8 6.50 1.000000 67.257 1.000 2.473087
COST 4096 64 2 4 6.50 0.844904 48.948 1.000 0.573491
COST 4096 64 2 8 6.50 0.844904 48.948 1.000 0.592806
COST 4096 128 2 4 6.50 0.961377 62.191 1.000 0.194339
COST 4096 128 2 8 6.50 0.961377 62.191 1.000 0.166351
COST 4096 256 2 4 6.50 0.979646 64.554 1.000 0.221777
COST 4096 256 2 8 6.50 0.979646 64.554 1.000 0.205076
COST 4096 512 2 4 6.50 0.980000 64.600 1.000 0.407809
COST 4096 512 2 8 6.50 0.980000 64.600 1.000 0.421546
COST 4096 1024 2 4 6.50 0.980000 64.600 1.000 0.940867
COST 4096 1024 2 8 6.50 0.980000 64.600 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 67.261 1.000 3.395406
COST 4096 2048 2 8 6.50 1.000000 67.261 1.000 3.078660
COST 4096 64 2 4 6.50 0.862137 48.948 1.000 0.515497
COST 4096 64 2 8 6.50 0.862137 48.948 1.000 0.497798
COST 4096 128 2 4 6.50 0.980994 62.193 1.000 0.156885
COST 4096 128 2 8 6.50 0.980994 62.193 1.000 0.149428
COST 4096 256 2 4 6.50 0.999639 64.556 1.000 0.208727
COST 4096 256 2 8 6.50 0.999639 64.556 1.000 0.252991
COST 4096 512 2 4 6.50 1.000000 64.603 1.000 0.527437
COST 4096 512 2 8 6.50 1.000000 64.603 1.000 0.441415
COST 4096 1024 2 4 6.50 1.000000 64.603 1.000 0.917466
COST 4096 1024 2 8 6.50 1.000000 64.603 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 64.603 1.000 2.413483
COST 4096 2048 2 8 6.50 1.000000 64.603 1.000 2.581648
COST 4096 256 2 4 6.50 0.985522 128.258 1.000 0.229509
COST 4096 256 2 8 6.50 0.985522 128.258 1.000 0.233439
COST 4096 512 2 4 6.50 0.992445 130.062 1.000 0.371755
COST 4096 512 2 8 6.50 0.992445 130.062 1.000 0.387418
COST 4096 1024 2 4 6.50 0.998019 131.526 1.000 0.783426
COST 4096 1024 2 8 6.50 0.998019 131.526 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 132.049 1.000 2.207719
COST 4096 2048 2 8 6.50 1.000000 132.049 1.000 2.011298
COST 4096 128 2 4 6.50 0.849653 100.235 1.000 1.060615
COST 4096 128 2 8 6.50 0.849653 100.235 1.000 1.066589
COST 4096 256 2 4 6.50 0.980000 130.282 1.000 0.306505
COST 4096 256 2 8 6.50 0.980000 130.282 1.000 0.295622
COST 4096 512 2 4 6.50 0.989563 132.831 1.000 0.446274
COST 4096 512 2 8 6.50 0.989563 132.831 1.000 0.435132
COST 4096 1024 2 4 6.50 0.997264 134.904 1.000 0.837623
COST 4096 1024 2 8 6.50 0.997264 134.904 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 135.645 1.000 2.596027
COST 4096 2048 2 8 6.50 1.000000 135.645 1.000 2.776056
COST 4096 128 2 4 6.50 0.846461 97.684 1.000 1.172665
COST 4096 128 2 8 6.50 0.846461 97.684 1.000 1.111724
COST 4096 256 2 4 6.50 0.962058 123.876 1.000 0.335592
COST 4096 256 2 8 6.50 0.962058 123.876 1.000 0.322150
COST 4096 512 2 4 6.50 0.980000 128.494 1.000 0.586270
COST 4096 512 2 8 6.50 0.980000 128.494 1.000 0.542967
COST 4096 1024 2 4 6.50 0.994756 132.385 1.000 0.948351
COST 4096 1024 2 8 6.50 0.994756 132.385 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 133.783 1.000 2.950432
COST 4096 2048 2 8 6.50 1.000000 133.783 1.000 2.792108
COST 4096 128 2 4 6.50 0.846148 97.687 1.000 1.003838
COST 4096 128 2 8 6.50 0.846148 97.687 1.000 1.102411
COST 4096 256 2 4 6.50 0.961718 123.883 1.000 0.313539
COST 4096 256 2 8 6.50 0.961718 123.883 1.000 0.309379
COST 4096 512 2 4 6.50 0.979659 128.504 1.000 0.459457
COST 4096 512 2 8 6.50 0.979659 128.504 1.000 0.486141
COST 4096 1024 2 4 6.50 0.980000 128.593 1.000 0.983223
COST 4096 1024 2 8 6.50 0.980000 128.593 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 133.885 1.000 2.839541
COST 4096 2048 2 8 6.50 1.000000 133.885 1.000 2.945951
COST 4096 128 2 4 6.50 0.863406 97.689 1.000 0.960946
COST 4096 128 2 8 6.50 0.863406 97.689 1.000 1.057744
COST 4096 256 2 4 6.50 0.981342 123.887 1.000 0.382801
COST 4096 256 2 8 6.50 0.981342 123.887 1.000 0.391160
COST 4096 512 2 4 6.50 0.999652 128.508 1.000 0.626572
COST 4096 512 2 8 6.50 0.999652 128.508 1.000 0.524340
COST 4096 1024 2 4 6.50 1.000000 128.598 1.000 1.101478
COST 4096 1024 2 8 6.50 1.000000 128.598 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 128.598 1.000 2.935104
COST 4096 2048 2 8 6.50 1.000000 128.598 1.000 2.889489
COST 4096 64 2 4 6.50 0.995000 2.025 1.000 0.086388
COST 4096 64 2 8 6.50 0.995000 2.025 1.000 0.074837
COST 4096 128 2 4 6.50 0.995745 2.028 1.000 0.109203
COST 4096 128 2 8 6.50 0.995745 2.028 1.000 0.103721
COST 4096 256 2 4 6.50 0.996920 2.033 1.000 0.205923
COST 4096 256 2 8 6.50 0.996920 2.033 1.000 0.208583
COST 4096 512 2 4 6.50 0.998392 2.039 1.000 0.398019
COST 4096 512 2 8 6.50 0.998392 2.039 1.000 0.376384
COST 4096 1024 2 4 6.50 0.999579 2.044 1.000 0.882558
COST 4096 1024 2 8 6.50 0.999579 2.044 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 2.046 1.000 2.482840
COST 4096 2048 2 8 6.50 1.000000 2.046 1.000 2.602343
COST 4096 64 2 4 6.50 0.995000 2.026 1.000 0.097232
COST 4096 64 2 8 6.50 0.995000 2.026 1.000 0.078957
COST 4096 128 2 4 6.50 0.995000 2.026 1.000 0.129156
COST 4096 128 2 8 6.50 0.995000 2.026 1.000 0.126448
COST 4096 256 2 4 6.50 0.996381 2.032 1.000 0.282429
COST 4096 256 2 8 6.50 0.996381 2.032 1.000 0.296413
COST 4096 512 2 4 6.50 0.998111 2.039 1.000 0.603392
COST 4096 512 2 8 6.50 0.998111 2.039 1.000 0.524869
COST 4096 1024 2 4 6.50 0.999505 2.044 1.000 1.017793
COST 4096 1024 2 8 6.50 0.999505 2.044 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 2.047 1.000 2.754257
COST 4096 2048 2 8 6.50 1.000000 2.047 1.000 2.759611
COST 4096 64 2 4 6.50 0.995000 2.026 1.000 0.085897
COST 4096 64 2 8 6.50 0.995000 2.026 1.000 0.069192
COST 4096 128 2 4 6.50 0.995000 2.026 1.000 0.113448
COST 4096 128 2 8 6.50 0.995000 2.026 1.000 0.106867
COST 4096 256 2 4 6.50 0.995000 2.026 1.000 0.202475
COST 4096 256 2 8 6.50 0.995000 2.026 1.000 0.184553
COST 4096 512 2 4 6.50 0.997391 2.036 1.000 0.418446
COST 4096 512 2 8 6.50 0.997391 2.036 1.000 0.420144
COST 4096 1024 2 4 6.50 0.999316 2.044 1.000 0.985194
COST 4096 1024 2 8 6.50 0.999316 2.044 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 2.047 1.000 2.565131
COST 4096 2048 2 8 6.50 1.000000 2.047 1.000 2.695504
COST 4096 64 2 4 6.50 0.995000 2.027 1.000 0.101381
COST 4096 64 2 8 6.50 0.995000 2.027 1.000 0.079726
COST 4096 128 2 4 6.50 0.995000 2.027 1.000 0.125347
COST 4096 128 2 8 6.50 0.995000 2.027 1.000 0.116569
COST 4096 256 2 4 6.50 0.995000 2.027 1.000 0.236045
COST 4096 256 2 8 6.50 0.995000 2.027 1.000 0.239205
COST 4096 512 2 4 6.50 0.995000 2.027 1.000 0.489983
COST 4096 512 2 8 6.50 0.995000 2.027 1.000 0.506102
COST 4096 1024 2 4 6.50 0.998689 2.042 1.000 0.972203
COST 4096 1024 2 8 6.50 0.998689 2.042 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 2.047 1.000 2.749158
COST 4096 2048 2 8 6.50 1.000000 2.047 1.000 2.943464
COST 4096 64 2 4 6.50 0.995000 2.027 1.000 0.096586
COST 4096 64 2 8 6.50 0.995000 2.027 1.000 0.074695
COST 4096 128 2 4 6.50 0.995000 2.027 1.000 0.110557
COST 4096 128 2 8 6.50 0.995000 2.027 1.000 0.106697
COST 4096 256 2 4 6.50 0.995000 2.027 1.000 0.218402
COST 4096 256 2 8 6.50 0.995000 2.027 1.000 0.237998
COST 4096 512 2 4 6.50 0.995000 2.027 1.000 0.470636
COST 4096 512 2 8 6.50 0.995000 2.027 1.000 0.453473
COST 4096 1024 2 4 6.50 0.995000 2.027 1.000 0.964547
COST 4096 1024 2 8 6.50 0.995000 2.027 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 2.047 1.000 2.422466
COST 4096 2048 2 8 6.50 1.000000 2.047 1.000 3.237649
COST 4096 64 2 4 6.50 1.000000 2.027 1.000 0.092858
COST 4096 64 2 8 6.50 1.000000 2.027 1.000 0.070791
COST 4096 128 2 4 6.50 1.000000 2.027 1.000 0.114358
COST 4096 128 2 8 6.50 1.000000 2.027 1.000 0.107577
COST 4096 256 2 4 6.50 1.000000 2.027 1.000 0.227237
COST 4096 256 2 8 6.50 1.000000 2.027 1.000 0.219067
COST 4096 512 2 4 6.50 1.000000 2.027 1.000 0.462684
COST 4096 512 2 8 6.50 1.000000 2.027 1.000 0.399998
COST 4096 1024 2 4 6.50 1.000000 2.027 1.000 0.929528
COST 4096 1024 2 8 6.50 1.000000 2.027 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 2.027 1.000 2.956731
COST 4096 2048 2 8 6.50 1.000000 2.027 1.000 2.490476
COST 4096 64 2 4 6.50 0.995000 3.932 1.000 0.086468
COST 4096 64 2 8 6.50 0.995000 3.932 1.000 0.070434
COST 4096 128 2 4 6.50 0.995745 3.938 1.000 0.112616
COST 4096 128 2 8 6.50 0.995745 3.938 1.000 0.110193
COST 4096 256 2 4 6.50 0.996920 3.948 1.000 0.222187
COST 4096 256 2 8 6.50 0.996920 3.948 1.000 0.211187
COST 4096 512 2 4 6.50 0.998392 3.959 1.000 0.436281
COST 4096 512 2 8 6.50 0.998392 3.959 1.000 0.447706
COST 4096 1024 2 4 6.50 0.999579 3.969 1.000 1.043289
COST 4096 1024 2 8 6.50 0.999579 3.969 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 3.972 1.000 2.850391
COST 4096 2048 2 8 6.50 1.000000 3.972 1.000 2.788833
COST 4096 64 2 4 6.50 0.995000 3.934 1.000 0.084306
COST 4096 64 2 8 6.50 0.995000 3.934 1.000 0.073116
COST 4096 128 2 4 6.50 0.995000 3.934 1.000 0.114699
COST 4096 128 2 8 6.50 0.995000 3.934 1.000 0.106454
COST 4096 256 2 4 6.50 0.996381 3.945 1.000 0.219608
COST 4096 256 2 8 6.50 0.996381 3.945 1.000 0.219103
COST 4096 512 2 4 6.50 0.998111 3.959 1.000 0.409605
COST 4096 512 2 8 6.50 0.998111 3.959 1.000 0.458623
COST 4096 1024 2 4 6.50 0.999505 3.970 1.000 1.004682
COST 4096 1024 2 8 6.50 0.999505 3.970 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 3.974 1.000 2.586382
COST 4096 2048 2 8 6.50 1.000000 3.974 1.000 2.978181
COST 4096 64 2 4 6.50 0.995000 3.935 1.000 0.084303
COST 4096 64 2 8 6.50 0.995000 3.935 1.000 0.064790
COST 4096 128 2 4 6.50 0.995000 3.935 1.000 0.103755
COST 4096 128 2 8 6.50 0.995000 3.935 1.000 0.106112
COST 4096 256 2 4 6.50 0.995000 3.935 1.000 0.233962
COST 4096 256 2 8 6.50 0.995000 3.935 1.000 0.226722
COST 4096 512 2 4 6.50 0.997391 3.954 1.000 0.478676
COST 4096 512 2 8 6.50 0.997391 3.954 1.000 0.478407
COST 4096 1024 2 4 6.50 0.999316 3.969 1.000 1.039097
COST 4096 1024 2 8 6.50 0.999316 3.969 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 3.975 1.000 3.151284
COST 4096 2048 2 8 6.50 1.000000 3.975 1.000 3.402358
COST 4096 64 2 4 6.50 0.995000 3.936 1.000 0.090402
COST 4096 64 2 8 6.50 0.995000 3.936 1.000 0.073639
COST 4096 128 2 4 6.50 0.995000 3.936 1.000 0.118028
COST 4096 128 2 8 6.50 0.995000 3.936 1.000 0.112914
COST 4096 256 2 4 6.50 0.995000 3.936 1.000 0.223424
COST 4096 256 2 8 6.50 0.995000 3.936 1.000 0.228748
COST 4096 512 2 4 6.50 0.995000 3.936 1.000 0.423241
COST 4096 512 2 8 6.50 0.995000 3.936 1.000 0.487300
COST 4096 1024 2 4 6.50 0.998689 3.965 1.000 0.908701
COST 4096 1024 2 8 6.50 0.998689 3.965 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 3.975 1.000 2.721226
COST 4096 2048 2 8 6.50 1.000000 3.975 1.000 2.617013
COST 4096 64 2 4 6.50 0.995000 3.936 1.000 0.105528
COST 4096 64 2 8 6.50 0.995000 3.936 1.000 0.086949
COST 4096 128 2 4 6.50 0.995000 3.936 1.000 0.125782
COST 4096 128 2 8 6.50 0.995000 3.936 1.000 0.117652
COST 4096 256 2 4 6.50 0.995000 3.936 1.000 0.239132
COST 4096 256 2 8 6.50 0.995000 3.936 1.000 0.231432
COST 4096 512 2 4 6.50 0.995000 3.936 1.000 0.455900
COST 4096 512 2 8 6.50 0.995000 3.936 1.000 0.416647
COST 4096 1024 2 4 6.50 0.995000 3.936 1.000 0.853449
COST 4096 1024 2 8 6.50 0.995000 3.936 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 3.976 1.000 2.969094
COST 4096 2048 2 8 6.50 1.000000 3.976 1.000 3.039416
COST 4096 64 2 4 6.50 1.000000 3.936 1.000 0.091856
COST 4096 64 2 8 6.50 1.000000 3.936 1.000 0.083186
COST 4096 128 2 4 6.50 1.000000 3.936 1.000 0.122013
COST 4096 128 2 8 6.50 1.000000 3.936 1.000 0.112637
COST 4096 256 2 4 6.50 1.000000 3.936 1.000 0.216506
COST 4096 256 2 8 6.50 1.000000 3.936 1.000 0.209042
COST 4096 512 2 4 6.50 1.000000 3.936 1.000 0.420862
COST 4096 512 2 8 6.50 1.000000 3.936 1.000 0.399751
COST 4096 1024 2 4 6.50 1.000000 3.936 1.000 0.924457
COST 4096 1024 2 8 6.50 1.000000 3.936 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 3.936 1.000 2.298748
COST 4096 2048 2 8 6.50 1.000000 3.936 1.000 2.696404
COST 4096 64 2 4 6.50 0.995000 8.132 1.000 0.093353
COST 4096 64 2 8 6.50 0.995000 8.132 1.000 0.074606
COST 4096 128 2 4 6.50 0.995745 8.145 1.000 0.116697
COST 4096 128 2 8 6.50 0.995745 8.145 1.000 0.109557
COST 4096 256 2 4 6.50 0.996920 8.164 1.000 0.224108
COST 4096 256 2 8 6.50 0.996920 8.164 1.000 0.226640
COST 4096 512 2 4 6.50 0.998392 8.188 1.000 0.474657
COST 4096 512 2 8 6.50 0.998392 8.188 1.000 0.483227
COST 4096 1024 2 4 6.50 0.999579 8.207 1.000 0.971474
COST 4096 1024 2 8 6.50 0.999579 8.207 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 8.214 1.000 3.196130
COST 4096 2048 2 8 6.50 1.000000 8.214 1.000 2.753102
COST 4096 64 2 4 6.50 0.995000 8.137 1.000 0.099053
COST 4096 64 2 8 6.50 0.995000 8.137 1.000 0.083281
COST 4096 128 2 4 6.50 0.995000 8.137 1.000 0.125545
COST 4096 128 2 8 6.50 0.995000 8.137 1.000 0.125076
COST 4096 256 2 4 6.50 0.996381 8.159 1.000 0.254861
COST 4096 256 2 8 6.50 0.996381 8.159 1.000 0.232275
COST 4096 512 2 4 6.50 0.998111 8.188 1.000 0.437779
COST 4096 512 2 8 6.50 0.998111 8.188 1.000 0.392643
COST 4096 1024 2 4 6.50 0.999505 8.211 1.000 0.848681
COST 4096 1024 2 8 6.50 0.999505 8.211 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 8.219 1.000 2.581091
COST 4096 2048 2 8 6.50 1.000000 8.219 1.000 2.330675
COST 4096 64 2 4 6.50 0.995000 8.139 1.000 0.084777
COST 4096 64 2 8 6.50 0.995000 8.139 1.000 0.070517
COST 4096 128 2 4 6.50 0.995000 8.139 1.000 0.108128
COST 4096 128 2 8 6.50 0.995000 8.139 1.000 0.097472
COST 4096 256 2 4 6.50 0.995000 8.139 1.000 0.197921
COST 4096 256 2 8 6.50 0.995000 8.139 1.000 0.213626
COST 4096 512 2 4 6.50 0.997391 8.178 1.000 0.546040
COST 4096 512 2 8 6.50 0.997391 8.178 1.000 0.430113
COST 4096 1024 2 4 6.50 0.999316 8.210 1.000 0.912245
COST 4096 1024 2 8 6.50 0.999316 8.210 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 8.221 1.000 2.711921
COST 4096 2048 2 8 6.50 1.000000 8.221 1.000 2.866573
COST 4096 64 2 4 6.50 0.995000 8.140 1.000 0.089026
COST 4096 64 2 8 6.50 0.995000 8.140 1.000 0.070284
COST 4096 128 2 4 6.50 0.995000 8.140 1.000 0.106044
COST 4096 128 2 8 6.50 0.995000 8.140 1.000 0.099867
COST 4096 256 2 4 6.50 0.995000 8.140 1.000 0.202849
COST 4096 256 2 8 6.50 0.995000 8.140 1.000 0.223501
COST 4096 512 2 4 6.50 0.995000 8.140 1.000 0.455079
COST 4096 512 2 8 6.50 0.995000 8.140 1.000 0.429003
COST 4096 1024 2 4 6.50 0.998689 8.200 1.000 0.937745
COST 4096 1024 2 8 6.50 0.998689 8.200 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 8.222 1.000 2.771352
COST 4096 2048 2 8 6.50 1.000000 8.222 1.000 2.616695
COST 4096 64 2 4 6.50 0.995000 8.141 1.000 0.096615
COST 4096 64 2 8 6.50 0.995000 8.141 1.000 0.080098
COST 4096 128 2 4 6.50 0.995000 8.141 1.000 0.127686
COST 4096 128 2 8 6.50 0.995000 8.141 1.000 0.124956
COST 4096 256 2 4 6.50 0.995000 8.141 1.000 0.250388
COST 4096 256 2 8 6.50 0.995000 8.141 1.000 0.243514
COST 4096 512 2 4 6.50 0.995000 8.141 1.000 0.491593
COST 4096 512 2 8 6.50 0.995000 8.141 1.000 0.449002
COST 4096 1024 2 4 6.50 0.995000 8.141 1.000 0.870350
COST 4096 1024 2 8 6.50 0.995000 8.141 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 8.223 1.000 2.772912
COST 4096 2048 2 8 6.50 1.000000 8.223 1.000 2.486604
COST 4096 64 2 4 6.50 1.000000 8.141 1.000 0.090101
COST 4096 64 2 8 6.50 1.000000 8.141 1.000 0.075126
COST 4096 128 2 4 6.50 1.000000 8.141 1.000 0.113038
COST 4096 128 2 8 6.50 1.000000 8.141 1.000 0.106587
COST 4096 256 2 4 6.50 1.000000 8.141 1.000 0.229319
COST 4096 256 2 8 6.50 1.000000 8.141 1.000 0.231217
COST 4096 512 2 4 6.50 1.000000 8.141 1.000 0.442570
COST 4096 512 2 8 6.50 1.000000 8.141 1.000 0.431598
COST 4096 1024 2 4 6.50 1.000000 8.141 1.000 0.953115
COST 4096 1024 2 8 6.50 1.000000 8.141 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 8.141 1.000 3.192958
COST 4096 2048 2 8 6.50 1.000000 8.141 1.000 2.728386
COST 4096 64 2 4 6.50 0.995000 16.091 1.000 0.094472
COST 4096 64 2 8 6.50 0.995000 16.091 1.000 0.079008
COST 4096 128 2 4 6.50 0.995745 16.115 1.000 0.121144
COST 4096 128 2 8 6.50 0.995745 16.115 1.000 0.117206
COST 4096 256 2 4 6.50 0.996920 16.153 1.000 0.247543
COST 4096 256 2 8 6.50 0.996920 16.153 1.000 0.246165
COST 4096 512 2 4 6.50 0.998392 16.201 1.000 0.485307
COST 4096 512 2 8 6.50 0.998392 16.201 1.000 0.487092
COST 4096 1024 2 4 6.50 0.999579 16.240 1.000 1.001144
COST 4096 1024 2 8 6.50 0.999579 16.240 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 16.253 1.000 2.968102
COST 4096 2048 2 8 6.50 1.000000 16.253 1.000 2.877774
COST 4096 64 2 4 6.50 0.994651 16.100 1.000 0.083146
COST 4096 64 2 8 6.50 0.994651 16.100 1.000 0.072089
COST 4096 128 2 4 6.50 0.995000 16.112 1.000 0.112420
COST 4096 128 2 8 6.50 0.995000 16.112 1.000 0.107844
COST 4096 256 2 4 6.50 0.996381 16.156 1.000 0.234611
COST 4096 256 2 8 6.50 0.996381 16.156 1.000 0.222153
COST 4096 512 2 4 6.50 0.998111 16.213 1.000 0.529055
COST 4096 512 2 8 6.50 0.998111 16.213 1.000 0.511918
COST 4096 1024 2 4 6.50 0.999505 16.258 1.000 1.086704
COST 4096 1024 2 8 6.50 0.999505 16.258 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 16.274 1.000 2.856075
COST 4096 2048 2 8 6.50 1.000000 16.274 1.000 2.881295
COST 4096 64 2 4 6.50 0.994650 16.105 1.000 0.080660
COST 4096 64 2 8 6.50 0.994650 16.105 1.000 0.065500
COST 4096 128 2 4 6.50 0.995000 16.116 1.000 0.104407
COST 4096 128 2 8 6.50 0.995000 16.116 1.000 0.099596
COST 4096 256 2 4 6.50 0.995000 16.116 1.000 0.254985
COST 4096 256 2 8 6.50 0.995000 16.116 1.000 0.215307
COST 4096 512 2 4 6.50 0.997391 16.194 1.000 0.410408
COST 4096 512 2 8 6.50 0.997391 16.194 1.000 0.426459
COST 4096 1024 2 4 6.50 0.999316 16.256 1.000 0.887553
COST 4096 1024 2 8 6.50 0.999316 16.256 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 16.279 1.000 2.637150
COST 4096 2048 2 8 6.50 1.000000 16.279 1.000 2.445917
COST 4096 64 2 4 6.50 0.994650 16.107 1.000 0.083664
COST 4096 64 2 8 6.50 0.994650 16.107 1.000 0.070893
COST 4096 128 2 4 6.50 0.995000 16.118 1.000 0.106319
COST 4096 128 2 8 6.50 0.995000 16.118 1.000 0.109559
COST 4096 256 2 4 6.50 0.995000 16.118 1.000 0.258841
COST 4096 256 2 8 6.50 0.995000 16.118 1.000 0.259152
COST 4096 512 2 4 6.50 0.995000 16.118 1.000 0.463389
COST 4096 512 2 8 6.50 0.995000 16.118 1.000 0.476501
COST 4096 1024 2 4 6.50 0.998689 16.238 1.000 1.024874
COST 4096 1024 2 8 6.50 0.998689 16.238 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 16.281 1.000 2.860183
COST 4096 2048 2 8 6.50 1.000000 16.281 1.000 3.026283
COST 4096 64 2 4 6.50 0.994649 16.108 1.000 0.096437
COST 4096 64 2 8 6.50 0.994649 16.108 1.000 0.075107
COST 4096 128 2 4 6.50 0.995000 16.120 1.000 0.114353
COST 4096 128 2 8 6.50 0.995000 16.120 1.000 0.110310
COST 4096 256 2 4 6.50 0.995000 16.120 1.000 0.216260
COST 4096 256 2 8 6.50 0.995000 16.120 1.000 0.215079
COST 4096 512 2 4 6.50 0.995000 16.120 1.000 0.415386
